index,Site Type,Name,Total PFAS,Latitude,Longtitude,distancetoirport,distancetolandfil,distancetochemfactory,distancetofirefighting,distancetowaterways,spilldata,chemindustry,federalsites,greenhouse,solidwaste,ustincident,chemtowater
96,Drinking Water,CITY OF GOLDSBORO NC,48.2,35.38488,-77.99277,5.808161278758589,3.8808841368262694,3.1391739568574524,3.1391739568574524,14.006048560477787,83.48155206302361,3.1391739568574524,4.610127749052951,95.6259399868874,6.564173404131353,0.3021707137514066,17.08323297750009
97,Drinking Water,CITY OF WILSON  NC,47.8,35.72583,-77.91112,7.235842632394823,4.980554877564876,2.342989097522017,2.342989097522017,4.640709454735155,111.94998879022438,2.342989097522017,42.24276090487319,86.02128321669693,9.599766545789468,26.924261287587957,3.6595563686962587
98,Drinking Water,CITY OF SANFORD NC,44.6,35.47988,-79.1803,13.294429500576634,4.435699969176841,2.631745853864603,2.631745853864603,19.57381372669643,37.61680915977474,2.631745853864603,38.353364826246484,55.81290421393668,22.08282946904573,1.9452640244655048,17.37976848754971
99,Waterways,CB-156 NR HARRISBURG  NC FELSIC INTRUSIVE IGNEOUS,43.7,35.31778,-80.60194,12.669958480912198,2.326046300565862,2.316394402644033,2.316394402644033,5.089363295540963,33.91595936541429,2.316394402644033,31.830532757468315,102.02695865191156,22.215996806315662,10.359607518902953,7.0868650845037955
100,Waterways,CR-543 COVE CITY RS R23x2 CASTLE HAYNE,43.0,35.17211,-77.31107,16.47074861041033,7.373583609780535,3.0412159971143753,3.0412159971143753,15.011809955586346,48.67231120015678,3.0412159971143753,48.50618394322555,143.90355815939813,10.21363300230511,45.493204302945216,16.04566361310858
101,Drinking Water,PILGRIM`S PRIDE WATER SYSTEM NC,42.2,35.75957,-79.0193,20.576708356477074,4.786770188379618,13.011450843079738,13.011450843079738,0.00034576552666157405,65.4198066062616,13.011450843079738,24.86608723262266,22.069032480558857,14.264269296262897,18.485117550225198,5.602244233872109
102,Drinking Water,TOWN OF WADE NC,34.0,35.16298,-78.73593,18.913418852983316,12.352317409874308,11.377195747000846,11.377195747000846,25.265893228722376,16.143237743019366,11.377195747000846,37.21701088366886,36.911471011122934,17.114635616130027,16.422930267315692,23.533042862822487
103,Drinking Water,TOWN OF PINE LEVEL NC,32.3,35.51322,-78.24444,13.504915115482815,9.536478293555264,5.545921864772844,5.545921864772844,23.552885140862035,73.93022802395548,5.545921864772844,31.02444122122434,68.86537954694441,17.675499480212146,1.8506554105238682,26.10526833491962
104,Drinking Water,CITY OF BESSEMER CITY  NC,31.5,35.28478,-81.28392,15.387750933230501,2.16997449665854,2.057941649027214,2.057941649027214,27.31622986112503,22.160106480681733,2.057941649027214,33.05971643856348,148.0658278938783,8.35358279960247,9.414372570260836,28.445763609813184
105,Drinking Water,CITY OF CONCORD  NC,30.2,35.40875,-80.57951,12.009807518480294,3.2330598645194186,3.085425399363001,3.085425399363001,2.2435150982509615,25.241651702530657,3.085425399363001,26.955581072568183,92.59900970337631,25.574969094393904,0.2249405067367246,5.318177107056052
106,Waterways,AM-222 NR OSSIPEE  NC FELSIC METAIGNEOUS,30.0,36.16725,-79.51095,13.546665293574419,8.81822132472464,7.315039990421724,7.315039990421724,15.998984097823493,37.51619749408272,7.315039990421724,12.038704762130575,42.03793424344907,15.909016613567749,10.074658857096054,11.328775795358602
107,Waterways,BE-115 NR WINDSOR  NC UPPER CAPE FEAR,30.0,36.20658,-76.86251,29.464130060784758,19.72918711657659,11.502532003545717,11.502532003545717,8.892829760214358,63.270202095180814,11.502532003545717,66.13472874662229,156.65603796955122,45.066617867787095,12.72382072050685,3.8602000806134336
108,Waterways,BK-128 NR NEBO  NC MAFIC GNEISS,30.0,35.76038,-81.90683,10.337539884400575,12.443852774125357,11.508003047106866,11.508003047106866,6.5467312102889235,69.22824849168875,11.508003047106866,91.10575763355196,178.3390512080272,4.910858170865813,13.080933552675093,5.233991342619055
109,Waterways,BL-072,30.0,34.83489,-78.82558,6.267595706752795,8.917025588355854,0.4570223519067765,0.4570223519067765,6.759373321337074,1.1405151257791086,0.4570223519067765,44.318283667038045,1.436413769502024,13.92296615911654,14.725401650428442,6.853916818854454
110,Waterways,BL-094,30.0,34.65156,-78.72418,12.394899391806888,11.45719669027439,8.806556027427721,8.806556027427721,14.21741175918873,23.057387133080244,8.806556027427721,66.10828623712776,23.61402670956822,10.918925761820825,23.537349280002285,16.27648460585487
111,Waterways,BL-121 IN ELIZABETHTOWN  NC,30.0,34.62406,-78.60029,3.256589363648119,1.4734558166331773,1.288776825664869,1.288776825664869,15.118570504581724,32.09952014912134,1.288776825664869,75.51772357293856,32.58497051453094,19.479964632559632,34.46080902670472,16.058307187130527
112,Waterways,BL-227 NR WHITE LAKE,30.0,34.64864,-78.53253,6.936776482589491,6.576899157039246,7.32836502892147,7.32836502892147,9.389955491807429,34.86578800060289,7.32836502892147,77.77799939202987,35.28264215216485,26.2448888423961,40.844587436883735,16.058307187130527
113,Waterways,BL-263 NR TARHEEL  NC,30.0,34.8348,-78.82567,6.275664901847038,8.904748485179491,0.4511974140754158,0.4511974140754158,6.749108453458602,1.1342280608798603,0.4511974140754158,44.32049627805984,1.4350033298472444,13.93220214669254,14.721450036365276,6.853916818854454
114,Waterways,BO-384 BATH RS O17I2 NEAR BATH  NC,30.0,35.47572,-76.78327,26.317168870489773,7.024258453517365,10.934575351060477,10.934575351060477,14.605936648278917,66.45341842439612,10.934575351060477,63.54395155801243,191.69517150092645,9.470788398131235,68.52211940618281,21.89967551094541
115,Waterways,BO-418 LU-10A NEAR PANTEGO  NC,30.0,35.59628,-76.79247,18.533775744200756,15.245793832457258,21.935550878123152,21.935550878123152,14.910472823131478,79.70248778342406,21.935550878123152,76.73538351180761,187.89443420101466,20.244567562856023,58.473255337279234,6.132448710125413
116,Waterways,BO-438 LU-14A NR CHOCOWINITY  NC SURFICIAL,30.0,35.42917,-77.02389,15.83695833023133,14.563615834086162,13.777344675908655,13.777344675908655,7.661902231865044,61.63695763950897,13.777344675908655,59.06098833585482,172.2600617354694,14.234543487660252,67.37388002160172,6.132448710125413
117,Waterways,BO-443 BEAUFORT CO. DISTRICTS VI AND VII-1,30.0,35.29194,-76.86139,29.538686367129234,12.895256728384705,12.104276336418591,12.104276336418591,27.55673575159883,45.558726877266125,12.104276336418591,42.487962615133966,186.79005806832507,14.75843743937914,48.77261718210431,21.89967551094541
118,Waterways,BO-446 BEAUFORT CO. DISTRICTS VI AND VII-62,30.0,35.44889,-77.05528,13.475295219155282,11.831437678967749,11.816598720424338,11.816598720424338,5.888322139281096,64.32404432028112,11.816598720424338,61.8563818150277,168.8782466120314,17.280081601720997,70.43377223231491,6.132448710125413
119,Waterways,BO-448 BEAUFORT CO. DISTRICTS VI AND VII-64,30.0,35.4775,-77.06861,10.422504887248069,8.573910135011488,9.125093105267283,9.125093105267283,4.124036153589614,67.68787579198852,9.125093105267283,65.23999530872914,166.77906381366122,18.219939124064013,71.22373834837913,6.132448710125413
120,Waterways,BR-279 SPMT 44-A SOUTHPORT  NC CASTLE HAYNE,30.0,34.00624,-77.98581,11.49551578691044,5.062310256221048,6.937898996280236,6.937898996280236,23.546740981121733,28.728886336386356,6.937898996280236,1.7676419822506462,121.47108458006905,14.414710295841031,20.121439808435127,22.881916353230448
121,Waterways,BU-112 NR BLACK MOUNTAIN  NC QUARTZITE,30.0,35.61487,-82.28919,27.798447813113473,2.3061434629933464,2.6863509487872532,2.6863509487872532,14.032560359307919,97.13718745841818,2.6863509487872532,94.51336841759145,153.28311280726118,26.0826023233717,2.862383139061495,11.945770913108898
122,Waterways,CA-087A LU-03A NR SOUTH MILLS  NC SURFICIAL,30.0,36.42417,-76.27556,20.557988229140275,20.469489481597055,7.250732650204424,7.250732650204424,14.203078683819847,36.15584474707142,7.250732650204424,15.02077564668031,161.74442360874542,7.374154613671017,68.84664147440881,9.315998094704272
123,Waterways,CH-251 NR PITTSBORO  NC FELSIC METAVOLCANIC,30.0,35.68537,-79.15526,12.736584527168784,11.702890255426135,2.927374045686701,2.927374045686701,8.247768276065345,58.65122813738772,2.927374045686701,39.620857553229406,36.38868911455812,13.963870982097577,22.41132461110977,8.748179190949427
124,Waterways,CR-685 CITY OF HAVELOCK-5,30.0,34.85694,-76.89083,4.888910035475902,3.6640926676628505,3.7292424468448804,3.7292424468448804,10.351341027303445,3.3594262021630446,3.7292424468448804,5.960379350171616,177.76289362943203,5.838546862855334,10.913924094329712,13.836401851581197
125,Waterways,CR-708 FIRST CRAVEN SANITARY DISTRICT-1,30.0,35.12139,-77.00556,6.5169746543043665,5.819103800617828,2.186475459794417,2.186475459794417,33.07483900799077,27.928342799747174,2.186475459794417,25.91575208470009,169.8832041944338,14.894782263321753,36.099440157448115,32.95073665361689
126,Waterways,CR-715 TOWN OF RIVER BEND-1,30.0,35.07222,-77.14694,9.735346099136482,9.757859850603968,7.788409072327223,7.788409072327223,22.16044071620122,30.16538106502353,7.788409072327223,29.899788848922555,156.29525919313502,10.229811428145881,38.641751045175134,27.9746358195005
127,Waterways,CS-148 NR YANCEYVILLE  NC MAFIC GNEISS,30.0,36.39329,-79.44998,5.420048568419222,8.821080618313715,10.534493100231218,10.534493100231218,6.37162853967671,52.27668255371371,10.534493100231218,33.044820555220674,58.150324453275026,20.025499390864066,34.40686632385554,11.811746145641104
128,Waterways,CT-153 NC-139 CAMP GLENN RS X17j5 CASTLE HAYNE,30.0,34.72333,-76.75333,8.561499604443053,13.152476590527362,4.887001348191312,4.887001348191312,6.451980490752825,3.2717952664772216,4.887001348191312,24.011037917904883,190.9117594736015,6.069100649117878,15.23674671023233,4.840999903111527
129,Waterways,CT-203 BOGUE BANKS 2,30.0,34.66722,-77.02556,2.5653518355244347,2.247633231777633,17.003865901502667,17.003865901502667,19.52361867050177,26.184834459926616,17.003865901502667,29.929133433993915,166.78631269331373,3.9131822128154803,30.866123785152904,18.432441011077003
130,Waterways,CT-206 NR MERRIMON  NC CASTLE HAYNE,30.0,34.94364,-76.64301,22.145158527767098,18.012000096347748,14.424184875037382,14.424184875037382,24.411218380158758,21.76410129479187,14.424184875037382,22.35923785156865,200.58169792426264,11.233720706004403,14.972939902599583,15.564130554428647
131,Waterways,DU-134 NC-224 ROSE HILL RS V32v3 CASTLE HAYNE,30.0,34.84767,-78.02221,14.340427164572743,4.051770744198051,1.4462041327326451,1.4462041327326451,18.81777747585468,68.75970260129037,1.4462041327326451,55.936227394674475,74.52292174608577,1.6849692681583852,38.221842869559566,20.13849356363987
132,Waterways,ED-125 CITY OF PINETOPS NEW WELL 4,30.0,35.7646,-77.63942,21.103070031843522,9.20532566976987,14.081148109260265,14.081148109260265,13.379589801803057,118.29848220808546,14.081148109260265,54.96234911494714,109.33447994732946,4.633485708374024,24.899958373562917,16.89005860977006
133,Waterways,ED-193 NEAR PINETOPS  NC,30.0,35.76475,-77.63897,21.07218660293807,9.16438173530864,14.051922808251666,14.051922808251666,13.340733229457525,118.28944497928775,14.051922808251666,54.998376308321646,109.37228020211806,4.6385838874563,24.909195106560638,16.89005860977006
134,Waterways,GA-067 SUNBURY RS  C15S7  AT PLYMOUTH  NC,30.0,36.44626,-76.60412,44.04978524835448,9.942669915325352,21.114274224245165,21.114274224245165,24.254407483359515,31.708406693953776,21.114274224245165,32.60026536376223,142.50636928844338,32.6738868427902,47.89880698133131,3.6606338503267732
135,Waterways,GM-023 NR SANTEETLAH  NC QUARTZITE,30.0,35.36765,-83.85392,18.649996460473343,6.867884033991357,18.82882283102444,18.82882283102444,11.850646988388537,44.896058510555264,18.82882283102444,51.22481986494233,50.483993277167535,9.793747974824882,56.857201537980714,14.209878157463146
136,Waterways,GR-165 LU-S15A NEAR HOOKERTON  NC,30.0,35.45067,-77.50681,13.075658746622791,14.50121506774495,8.962219072007013,8.962219072007013,3.7012022773004807,83.25295362286901,8.962219072007013,43.29671169040088,130.41306486503936,5.664259128168314,43.851821260401515,5.407907039393447
137,Waterways,GV-155 NR STEM  NC FELSIC METAIGNEOUS,30.0,36.17841,-78.79728,19.90517557464228,3.8842051064634227,0.496670072756559,0.496670072756559,20.544623581357612,101.43339606289808,0.496670072756559,34.61048173388262,29.794828256318873,16.104426618451964,21.900028806230832,20.16829387090868
138,Waterways,HF-101 NR WINTON  NC UPPER CAPE FEAR,30.0,36.37883,-77.03187,15.16268971478151,5.603047791799227,11.999901659231229,11.999901659231229,9.280516034067062,55.7130122838055,11.999901659231229,65.67001699365491,133.7760925693885,58.97956067093678,31.19639136035078,7.4412060960147
139,Waterways,HY-173 LU-S9C NEAR FAIRFIELD  NC,30.0,35.53928,-76.18192,48.94263402826616,17.751777496892892,30.071245086090453,30.071245086090453,6.950717441235364,74.03203298857285,30.071245086090453,94.70089440818978,243.3448425406065,57.006414299761126,92.6277436857557,23.66951016721761
140,Waterways,HY-192 NR SWANQUARTER  NC CASTLE HAYNE,30.0,35.63018,-76.55974,14.912355092059697,8.613970584697862,21.708240475211312,21.708240475211312,12.50310679452002,85.34796412282904,21.708240475211312,85.31350267877431,207.97057502547153,35.98872892483813,63.14835186003695,18.129443977360424
141,Waterways,IR-190 NR STATESVILLE  NC MAFIC GNEISS,30.0,35.87382,-80.92498,11.762596130112438,14.269028076826478,7.2823012295131395,7.2823012295131395,12.073407880005657,44.16422218449907,7.2823012295131395,44.04660036979543,89.25063867876585,14.043826891423276,12.096176032590165,10.215582941433295
142,Waterways,JO-075 LU-S20B NEAR MAYSVILLE  NC SURFICIAL,30.0,34.94178,-77.27625,9.920692714532708,3.075663975999799,16.460396923063005,16.460396923063005,8.435076637176135,34.03437985545291,16.460396923063005,35.48571730885406,142.94421658944748,14.434897170838136,20.687186291677122,2.9144309326146107
143,Waterways,JO-076 MAS 21 AT POLLOCKSVILLE  NC,30.0,35.00333,-77.21972,4.7170044961022475,8.436739362644467,15.219526889740909,15.219526889740909,13.552589266264112,31.253034749965277,15.219526889740909,32.22046550822756,148.69979852331895,18.591402430310072,28.884354830814274,2.9144309326146107
144,Waterways,LN-216 NORTH LENOIR 11,30.0,35.30167,-77.72917,11.262141775147162,1.7123593094140832,3.1877016182325515,3.1877016182325515,5.626258996028511,87.88986658259907,3.1877016182325515,22.27648044287603,113.18524583509162,11.141455572557394,24.508671117258316,7.185092520564709
145,Waterways,LN-222 NORTH LENOIR 17,30.0,35.38361,-77.50194,11.470286229844382,7.147646936715808,6.306988357681953,6.306988357681953,5.261767440514716,77.45586015707033,6.306988357681953,42.42353659195233,133.88636211402817,9.280500760227499,43.5712197876917,10.700685384672493
146,Waterways,MD-062 NR MARSHALL  NC FELSIC GNEISS,30.0,35.85599,-82.67018,47.72817579722317,6.1518973149221905,3.711058284172714,3.711058284172714,7.034823006886083,120.01082605138471,3.711058284172714,74.49271270785653,117.23961123192565,31.83975377536052,14.668568598042539,10.73358539010227
147,Waterways,MR-462 NR JAMESVILLE  NC CASTLE HAYNE,30.0,35.81062,-76.90336,12.92759556529619,10.091715321607785,11.49336354308673,11.49336354308673,15.290157037242508,103.17831128197396,11.49336354308673,100.12282330046337,174.8848422969118,16.670647292085576,33.31380844920831,3.8896735828936198
148,Waterways,MR-463 NR JAMESVILLE  NC CASTLE HAYNE,30.0,35.83135,-76.81137,5.204631360073181,2.7949598595045204,3.583379741137987,3.583379741137987,6.900395119238808,102.02919661405353,3.583379741137987,94.50014868471114,183.02880844032344,25.233108571121765,32.86563938162165,3.8896735828936198
149,Waterways,NA-218 NR SPRING HOPE  NC FELSIC METAVOLCANIC,30.0,35.95228,-78.10958,21.213600103539026,7.286104109296063,0.743477505087544,0.743477505087544,21.018832754074065,119.08588509424085,0.743477505087544,60.914612962477676,66.10442835395999,13.211408358886349,28.244823418445794,21.480040179129112
150,Waterways,ON-308 MAS 14 NR DIXON  NC,30.0,34.56667,-77.48944,7.595854412063178,15.68081322218095,9.903142573532898,9.903142573532898,14.660730711452203,49.61024487304626,9.903142573532898,10.865459716658718,127.08844947276174,6.485775505168385,21.34078626786775,16.14259866770497
151,Waterways,ON-309 MAS-25 AT HUBERT  NC,30.0,34.71222,-77.23278,18.7014704524681,6.6689556702685,2.880908698628841,2.880908698628841,16.927687094463234,35.04426014034367,2.880908698628841,18.51174127441171,147.38810565448154,2.7994621100793693,11.523006820710213,18.432441011077003
152,Waterways,ON-418 CITY OF JACKSONVILLE BP2,30.0,34.79269,-77.42933,9.246239853836311,4.9960540614828925,3.8359994379548206,3.8359994379548206,4.316317096111421,48.44219690328187,3.8359994379548206,16.50573480703745,128.78358759711125,8.156971478261266,3.657463581810536,0.7097124598823881
153,Waterways,PA-176 PAMLICO COUNTY GRANTSBORO 1,30.0,35.08694,-76.8375,18.52313929619272,10.005594117387774,17.862063625191574,17.862063625191574,30.750984784428958,22.945417384400656,17.862063625191574,20.107764516608206,184.38962200591797,21.10139263215188,25.993479670388105,32.95073665361689
154,Waterways,PE-097 MAS 10 NR HOLLY SHELTER NR WALKERS  NC,30.0,34.55222,-77.8125,24.310162882342016,13.426428303748509,20.440828913789865,20.440828913789865,17.907226171821918,34.63058161337396,20.440828913789865,37.56232389005243,99.20039701116548,10.648274575370344,24.40364766249089,15.807597563478355
155,Waterways,PE-123 NR TOPSAIL  NC CASTLE HAYNE,30.0,34.38327,-77.71513,20.714630867467797,8.21853690492513,8.337405587443333,8.337405587443333,8.021023523482562,20.59462494618901,8.337405587443333,39.83119348821032,114.78227926759439,15.584985962674024,14.93537446226319,11.31760010476228
156,Waterways,PI-652 BELL ARTHUR CORPORATION 5,30.0,35.54917,-77.48139,7.21261405510882,6.536731665835763,11.38243137205402,11.38243137205402,12.572534258912842,90.47506735412355,11.38243137205402,49.37930543423666,128.7432993381304,5.454335930237367,49.19886309631867,11.204196254513112
157,Waterways,PI-653 BELL ARTHUR 6,30.0,35.7125,-77.52139,14.347094025806141,9.176573654095298,14.282083615995395,14.282083615995395,5.265211411147414,107.66356905046985,14.282083615995395,57.167603937887094,120.78226207876112,8.118912547863,36.122146345931974,11.204196254513112
158,Waterways,PI-705 NR GRIFTON  NC CASTLE HAYNE,30.0,35.36779,-77.38512,12.683097371644225,9.80311510113041,5.565023890754327,5.565023890754327,10.697230907011736,69.10953332785772,5.565023890754327,52.88636981044404,144.22038685956196,2.599600951792528,54.17606229496456,5.407907039393447
159,Waterways,PO-025 NR COLUMBUS  NC FELSIC GNEISS,30.0,35.26191,-82.21392,20.328641976407123,5.531168300565925,17.88261857881031,17.88261857881031,28.28277745454929,59.479196441013904,17.88261857881031,56.84659144228997,170.2170383988948,26.460776904706155,6.260198159266552,15.47448925489272
160,Waterways,RA-175 NR SOPHIA  NC ARGILLITE,30.0,35.76972,-79.89139,13.312848181960376,7.383478997519365,6.229846385935059,6.229846385935059,14.943326390690375,39.10404014518429,6.229846385935059,56.81795842512125,34.65812272058574,16.23560666961567,19.964374532725046,19.20465954453919
161,Waterways,SA-142 IN TURKEY  NC,30.0,34.99469,-78.18056,16.42832451121501,13.323238112677862,3.012673798641058,3.012673798641058,5.766415416715644,56.639069063899335,3.012673798641058,43.86081182009866,62.374187942396,4.324196450111097,35.78650223184607,8.56240080456117
162,Waterways,SA-144 IN ROSEBORO  NC,30.0,34.95861,-78.50472,13.399622643550476,4.840125821527988,16.913692737601092,16.913692737601092,7.1698249609559985,28.081508441374563,16.913692737601092,61.45265778644381,33.115674608312034,7.634704301587637,19.561815456487544,8.648698221640322
163,Waterways,ST-252 NR ALBEMARLE  NC METAVOLCANIC,30.0,35.37659,-80.07382,8.424846969001772,10.659220619787126,9.16110253702726,9.16110253702726,5.118798788813142,50.6126502289811,9.16110253702726,50.69636357616248,78.34979780273915,37.93696948477727,11.753412467128271,13.426500414675598
164,Waterways,ST-253 NR OAKBORO  NC ARGILLITE,30.0,35.23526,-80.32778,26.11694003234172,17.66051633789531,1.5195361485462062,1.5195361485462062,19.52018817424122,48.071208209381986,1.5195361485462062,49.141223249851,99.02765375406621,31.43563274129711,17.16449045508313,18.14698133036648
165,Waterways,SW-048 NR CHEROKEE  NC QUARTZITE,30.0,35.56801,-83.33915,62.482398183653466,20.093740065386676,20.43638290902134,20.43638290902134,5.924007478243855,73.51674494110851,20.43638290902134,65.57506888785694,63.05907925287824,30.848140649309318,23.654358229304634,11.354838978960828
166,Waterways,TR-067 NR ROSMAN  NC FELSIC GNEISS,30.0,35.14545,-82.8253,21.79970924747854,1.687516994739066,36.90398515204962,36.90398515204962,13.529541461472991,60.35764839603151,36.90398515204962,58.808825056242874,127.37996469134038,10.944748165779583,15.29989163837989,16.17160168652786
167,Waterways,UN-149 NR WAXHAW  NC FELSIC METAVOLCANIC,30.0,34.86933,-80.74819,1.0505093919398785,16.887550090460042,19.170092618650244,19.170092618650244,40.537346635249136,32.97717057565916,19.170092618650244,41.95220764603588,105.14510353757225,41.661355545647005,6.120015115229267,24.84765824868896
168,Waterways,WA-167 WALNUT CREEK 3,30.0,35.30127,-77.86665,9.501426298635264,11.370421462616997,6.442494607399938,6.442494607399938,16.569130214665797,90.21926234527679,6.442494607399938,10.589916478504213,102.15737421047966,9.441686796834217,13.559181107086621,16.103733762107048
169,Waterways,WA-320 LU-13A NEAR PIKEVILLE,30.0,35.48472,-77.99583,4.252444476763001,1.0539214826978298,14.13551170012506,14.13551170012506,7.025695325249245,89.02946976365882,14.13551170012506,15.330880693358672,89.15135355617812,4.275310261356179,11.331271672772273,17.08323297750009
170,Waterways,WL-419 TOWN OF STANTONSBURG 2,30.0,35.60139,-77.81083,20.72164581279014,13.104710471032826,12.30762225086374,12.30762225086374,15.312496307448011,110.17853011726737,12.30762225086374,31.485706133305293,98.67313714588549,5.822240092076403,29.27024027755325,5.169246633409868
171,Waterways,WR-155 NR LITTLETON  NC SCHIST,30.0,36.4886,-77.94212,21.449478972644357,17.214500174120293,22.787145750276203,22.787145750276203,2.1341406074156524,123.80466316462193,22.787145750276203,61.02180478994521,103.90976198968177,20.75182869314958,27.129607314470825,23.418572706442646
172,Waterways,WS-140 WASHINGTON COUNTY 1,30.0,35.87222,-76.62083,14.326062309509206,5.992000677701965,11.229818579378154,11.229818579378154,11.524590983041895,95.55183085800562,11.229818579378154,82.69417954370141,199.10150276833076,42.96934532114619,38.731621455786076,18.129443977360424
173,Waterways,WS-143 NR PLYMOUTH  NC CASTLE HAYNE,30.0,35.84968,-76.74173,4.709619799543126,1.4645687453036562,3.672946139944931,3.672946139944931,2.003542327711847,98.97291422257119,3.672946139944931,89.62825903178,189.20643732082146,31.79049342490494,33.746972724958695,2.8620157260032566
174,Waterways,WT-127 NR SEVEN DEVILS  NC PHYLLITE,30.0,36.15383,-81.80276,8.75705063313899,16.724280524874665,36.863059822519055,36.863059822519055,23.758714257603554,45.0105763823421,36.863059822519055,55.764906152141535,165.3049754572547,20.370020158248902,16.32510441761468,6.52211365900557
175,Drinking Water,CITY OF STATESVILLE  NC,29.5,35.7846,-80.88833,5.795400588273301,6.032569131494916,0.9659248711570074,0.9659248711570074,4.8573994538786485,36.01774666744656,0.9659248711570074,36.21416118315795,89.20914050314072,17.340330271636596,3.3033308183437944,4.179758700667423
176,Drinking Water,THE VILLAGE OF BALD HEAD ISLAND NC,26.8,33.87371,-78.00153,8.894328302017104,9.659088673042453,7.742146764383408,7.742146764383408,23.317560745186817,43.07369109928568,7.742146764383408,16.281054660138885,132.27555126534753,20.384624085661773,33.912677708249184,22.101440194167523
177,Drinking Water,TOWN OF LIBERTY NC,25.6,35.85347,-79.57169,4.182465528249733,11.445626095672415,3.4070316815238253,3.4070316815238253,23.208192941087184,43.46788843538856,3.4070316815238253,30.93645774659979,43.16850762928678,18.893817040836943,27.34748607328749,20.976927172646477
178,Drinking Water,ROANOKE RAPIDS SANITARY DIST,24.6,36.46154,-77.65415,5.539841572962747,1.454347954228834,1.1478879190553293,1.1478879190553293,26.529888780946514,99.7561515191651,1.1478879190553293,67.8809272692979,120.58021579211614,6.899377748036924,1.9146835259063941,26.198689224746307
179,Drinking Water,CITY OF RALEIGH NC,24.1,35.77959,-78.63818,17.663265146785967,2.2010409654667655,2.0286107311634307,2.0286107311634307,5.082696734416483,75.57427858361045,2.0286107311634307,15.941897399903594,22.600372253236454,2.749856772146505,0.7753920591634192,3.8219053899996647
180,Drinking Water,TOWN OF NEWTON GROVE NC,24.0,35.24516,-78.35417,29.489215213410368,21.2664231090952,18.1873028851655,18.1873028851655,27.297936513539778,47.27865258419738,18.1873028851655,36.904311437018144,62.9059288577035,9.736209793585967,25.329167433793646,24.11380036997842
181,Drinking Water,CITY OF MONROE NC,23.8,34.98543,-80.54951,7.483183122840033,7.914826566313931,0.8622971108579847,0.8622971108579847,18.396138266814102,37.373060012778275,0.8622971108579847,43.06045792443789,123.17797373432155,42.83563067868159,4.531079940297595,18.995114078448506
182,Drinking Water,GREENVILLE UTILITIES COMM,23.2,35.61268,-77.43227,4.881046491163054,1.6221330886949121,5.4235297449503586,5.4235297449503586,5.958716834671006,94.00621263796299,5.4235297449503586,56.68342352183696,131.0339259281499,4.212555715865114,49.75653345487387,1.404137148730036
183,Drinking Water,TOWN OF TARBORO NC,22.5,35.89682,-77.5358,4.9687592446350415,3.3199163803883667,1.668280757107599,1.668280757107599,16.44390352759291,125.74735522564058,1.668280757107599,72.38088763039762,117.54715157627673,11.774951139370947,24.12760605152829,15.840505561936208
184,Drinking Water,TOWN OF SIMS NC,21.4,35.76099,-78.05888,8.081568417948771,6.543075997823564,8.740653574697085,8.740653574697085,9.735970784143007,105.69014342015716,8.740653574697085,46.57339054905718,72.14969388566139,16.778020173638456,31.623131397061197,4.522022467223912
185,Drinking Water,CITY OF LINCOLNTON NC,21.3,35.47375,-81.25453,8.588005209714035,5.195715907493134,1.648770406412188,1.648770406412188,26.75109283300535,28.09610415518098,1.648770406412188,41.094065547011574,134.20891533134156,9.026267422554806,24.039811425511708,27.154286123161462
186,Drinking Water,TOWN OF CARTHAGE NC,20.6,35.34599,-79.41697,12.037053890913098,6.543706947072633,17.58725551390153,17.58725551390153,7.901881862341399,41.713286770133,17.58725551390153,34.039543883645024,76.86881867609928,29.35267698903419,17.2888152848044,25.479756318278056
187,Drinking Water,TOWN OF DENTON NC,19.1,35.63347,-80.11588,20.494345834179875,19.455043403168947,16.14680852888824,16.14680852888824,16.922439370466346,37.953417948887974,16.14680852888824,36.97872694858854,51.01310862774155,18.99241344861466,29.22663540184497,15.980232702869246
188,Drinking Water,ANSON COUNTY WATER SYSTEM NC,18.8,34.90547,-80.18751,16.06756269414844,11.347902634214051,13.770582814409446,13.770582814409446,10.752754112146624,71.23499688910391,13.770582814409446,65.79715916756476,123.2392763767601,17.304888555389052,37.70737237091406,9.281177984428233
189,Drinking Water,CITY OF GRAHAM NC,18.5,36.06791,-79.40039,6.566603651873695,7.682044471909666,2.331878454080183,2.331878454080183,4.927605541399637,47.469052419955105,2.331878454080183,3.4188083014294848,50.556884851854015,24.593378300678168,6.190493782354533,2.5981889760690384
190,Drinking Water,DAVIDSON WATER INC NC,18.0,35.92028,-80.24732,15.932897546566984,2.8240622850346613,1.4345084937483281,1.4345084937483281,14.703750735846729,36.5626760724851,1.4345084937483281,39.36247004510187,30.714496405330227,14.56242161552529,7.118128496878201,14.744690119654512
191,Drinking Water,ROXBORO STEAM PLANT NC,17.8,36.48411,-79.07405,22.702245920141294,1.03903509170156,0.12379787007608722,0.12379787007608722,2.9028768633647357,86.29442318828951,0.12379787007608722,52.323012934241156,65.65267527966265,12.693698735849374,45.73425027667564,2.9641805730876354
192,Drinking Water,RICHMOND COUNTY WATER SYSTEM NC,17.4,35.00305,-79.78484,12.772843428144474,8.039699081417067,4.712259658171202,4.712259658171202,5.332387742721556,69.34610096422493,4.712259658171202,27.776336335510457,88.09345261873337,21.004269285861756,35.282753348373056,4.520202714956615
